,rank,mean_importance
3mer_freq_5_GCT,146.0,19.44318219423294
3mer_freq_5_GCG,120.0,25.085214722156525
3mer_freq_5_GCC,28.0,133.38764736652374
3mer_freq_5_CAA,98.0,32.04639174938202
3mer_freq_5_CAT,154.0,15.963139951229095
3mer_freq_5_CAG,103.0,30.07673173546791
3mer_freq_5_CAC,125.0,24.35304862856865
3mer_freq_5_CTA,144.0,19.608682101964952
3mer_freq_5_CTT,69.0,45.65070939064026
3mer_freq_5_CTG,44.0,93.0338728249073
3mer_freq_5_CTC,79.0,41.26502273082733
3mer_freq_5_CGA,77.0,43.703306591510774
3mer_freq_5_CGT,64.0,47.675335252285
3mer_freq_5_CGG,53.0,71.57672751545905
3mer_freq_5_CGC,102.0,30.5260991692543
3mer_freq_5_CCA,109.0,28.340943026542664
3mer_freq_5_CCT,96.0,32.37490471601486
3mer_freq_5_CCG,58.0,59.0761343061924
3mer_freq_5_CCC,34.0,114.18147448897362
