,rank,mean_importance
3mer_freq_5_GGC,129.0,3.1979579851031303
3mer_freq_5_GCA,87.0,4.900946620106697
3mer_freq_5_GCT,70.0,5.858280978724361
3mer_freq_5_GCG,84.0,5.033202992007136
3mer_freq_5_GCC,125.0,3.2851486682891844
3mer_freq_5_CAA,148.0,2.295043833553791
3mer_freq_5_CAT,123.0,3.3960057992488144
3mer_freq_5_CAG,6.0,20.719667456299067
3mer_freq_5_CAC,35.0,8.880448618531227
3mer_freq_5_CTA,154.0,1.8706862777471542
3mer_freq_5_CTT,75.0,5.4355140835046765
3mer_freq_5_CTG,19.0,12.681692233681678
3mer_freq_5_CTC,95.0,4.544499178603291
3mer_freq_5_CGA,108.0,3.966559241712093
3mer_freq_5_CGT,59.0,6.3843199357390406
3mer_freq_5_CGG,42.0,7.61488348916173
3mer_freq_5_CGC,118.0,3.5493202712386847
3mer_freq_5_CCA,100.0,4.184027476608753
3mer_freq_5_CCT,112.0,3.8861748449504376
3mer_freq_5_CCG,52.0,6.9497969429939985
3mer_freq_5_CCC,33.0,9.407852927967905
struct_min_dG_UTR5,168.0,0.0
struct_n_hairpins_UTR5,168.0,0.0
struct_n_bifurc_UTR5,168.0,0.0
struct_n_bulges_UTR5,168.0,0.0
struct_start_stem_UTR5,168.0,0.0
struct_max_stem_len_UTR5,168.0,0.0
struct_max_loop_len_UTR5,168.0,0.0
struct_min_dG_CDS,168.0,0.0
struct_n_hairpins_CDS,168.0,0.0
struct_n_bifurc_CDS,168.0,0.0
struct_n_bulges_CDS,168.0,0.0
struct_start_stem_CDS,168.0,0.0
struct_max_stem_len_CDS,168.0,0.0
struct_max_loop_len_CDS,168.0,0.0
