,rank,mean_importance
3mer_freq_5_GCT,83.0,56.77741373181343
3mer_freq_5_GCG,91.0,54.621115028858185
3mer_freq_5_GCC,60.0,72.81234364509582
3mer_freq_5_CAA,120.0,39.480524289608
3mer_freq_5_CAT,101.0,49.46417517066002
3mer_freq_5_CAG,50.0,88.31952794790269
3mer_freq_5_CAC,124.0,37.78966792821884
3mer_freq_5_CTA,148.0,25.054000103473662
3mer_freq_5_CTT,40.0,104.61895948648453
3mer_freq_5_CTG,74.0,62.02778486609459
3mer_freq_5_CTC,132.0,35.41575421094895
3mer_freq_5_CGA,110.0,43.54151443243027
3mer_freq_5_CGT,38.0,106.25933570861817
3mer_freq_5_CGG,86.0,56.379131752252576
3mer_freq_5_CGC,106.0,47.41136925816536
3mer_freq_5_CCA,75.0,61.578686034679414
3mer_freq_5_CCT,121.0,38.96834845542908
3mer_freq_5_CCG,53.0,80.09522632956505
3mer_freq_5_CCC,55.0,78.74961473941804
